Номер теста;Задержка сигнала (мкс);СРЕДНЯЯ задержка сигнала (мкс)
2125;195;201
2126;199;201
2127;245;201
2128;212;201
2129;211;201
2130;187;201
2131;204;201
2132;208;201
2133;198;201
2134;218;201
2135;189;201
2136;194;201
2137;213;201
2138;188;201
2139;204;201
2140;213;201
2141;196;201
2142;205;201
2143;190;201
2144;194;201
2145;215;201
2146;187;201
2147;204;201
2148;184;201
2149;202;201
2150;214;201
2151;190;201
2152;201;201
2153;185;201
2154;196;201
2155;216;201
2156;185;201
2157;205;201
2158;211;201
2159;200;201
2160;202;201
2161;191;201
2162;210;201
2163;215;201
2164;189;201
2165;211;201
2166;182;201
2167;197;201
2168;209;201
2169;192;201
2170;204;201
2171;217;201
2172;187;201
2173;214;201
2174;187;201
2175;202;201
2176;205;201
2177;195;201
2178;199;201
2179;202;201
2180;191;201
2181;217;201
2182;187;201
2183;204;201
2184;210;201
2185;198;201
2186;204;201
2187;189;201
2188;193;201
2189;217;201
2190;195;201
2191;220;201
2192;182;201
2193;201;201
2194;209;201
2195;192;201
2196;203;201
2197;186;201
2198;197;201
2199;215;201
2200;190;201
2201;209;201
2202;181;201
2203;199;201
2204;214;201
2205;197;201
2206;203;201
2207;187;201
2208;194;201
2209;216;201
2210;195;201
2211;210;201
2212;184;201
2213;198;201
2214;205;201
2215;207;201
2216;203;201
2217;190;201
2218;193;201
2219;216;201
2220;188;201
2221;209;201
2222;181;201
2223;200;201
2224;209;201
2225;194;201
2226;203;201
2227;189;201
2228;199;201
2229;218;201
2230;191;201
2231;225;201
2232;190;201
2233;208;201
2234;182;201
2235;200;201
2236;206;201
2237;196;201
2238;200;201
2239;188;201
2240;197;201
2241;216;201
2242;190;201
2243;206;201
2244;209;201
2245;199;201
2246;205;201
2247;191;201
2248;210;201
2249;217;201
2250;192;201
2251;214;201
2252;183;201
2253;201;201
2254;209;201
2255;192;201
2256;200;201
2257;189;201
2258;197;201
2259;210;201
2260;182;201
2261;230;201
2262;185;201
2263;200;201
2264;207;201
2265;191;201
2266;198;201
2267;215;201
2268;187;201
2269;209;201
2270;185;201
2271;200;201
2272;210;201
2273;195;201
2274;216;201
2275;218;201
2276;188;201
2277;207;201
2278;185;201
2279;207;201
2280;206;201
2281;194;201
2282;202;201
2283;191;201
2284;193;201
2285;216;201
2286;189;201
2287;204;201
2288;212;201
2289;199;201
2290;202;201
2291;193;201
2292;200;201
2293;214;201
2294;193;201
2295;212;201
2296;180;201
2297;203;201
2298;206;201
2299;199;201
2300;208;201
2301;188;201
2302;192;201
2303;211;201
2304;183;201
2305;205;201
2306;210;201
2307;193;201
2308;195;201
2309;220;201
2310;188;201
2311;208;201
2312;184;201
2313;202;201
2314;210;201
2315;189;201
2316;194;201
2317;216;201
2318;188;201
2319;208;201
2320;214;201
2321;199;201
2322;204;201
2323;188;201
2324;207;201
2325;211;201
2326;183;201
2327;204;201
2328;211;201
2329;195;201
2330;197;201
2331;222;201
2332;193;201
2333;234;201
2334;184;201
2335;202;201
2336;211;201
2337;192;201
2338;198;201
2339;214;201
2340;188;201
2341;207;201
2342;183;201
2343;196;201
2344;201;201
2345;189;201
2346;197;201
2347;213;201
2348;187;201
2349;206;201
2350;211;201
2351;194;201
2352;198;201
2353;220;201
2354;192;201
2355;208;201
2356;186;201
2357;199;201
2358;209;201
2359;188;201
2360;196;201
2361;227;201
2362;189;201
2363;203;201
2364;215;201
2365;200;201
2366;206;201
2367;187;201
2368;194;201
2369;214;201
2370;188;201
2371;206;201
2372;185;201
2373;203;201
2374;223;201
2375;193;201
2376;200;201
2377;189;201
2378;194;201
2379;212;201
2380;185;201
2381;201;201
2382;180;201
2383;193;201
2384;223;201
2385;190;201
2386;200;201
2387;218;201
2388;191;201
2389;208;201
2390;192;201
2391;203;201
2392;209;201
2393;194;201
2394;201;201
2395;189;201
2396;197;201
2397;212;201
2398;188;201
2399;209;201
2400;183;201
2401;201;201
2402;205;201
2403;194;201
2404;202;201
2405;186;201
2406;191;201
2407;210;201
2408;184;201
2409;206;201
2410;214;201
2411;198;201
2412;205;201
2413;190;201
2414;196;201
2415;219;201
2416;192;201
2417;207;201
2418;194;201
2419;204;201
2420;212;201
2421;193;201
2422;206;201
2423;187;201
2424;214;201
2425;218;201
2426;190;201
2427;208;201
2428;179;201
2429;203;201
2430;209;201
2431;194;201
2432;203;201
2433;220;201
2434;197;201
2435;224;201
2436;186;201
2437;202;201
2438;207;201
2439;195;201
2440;202;201
2441;221;201
2442;194;201
2443;208;201
2444;181;201
2445;200;201
2446;208;201
2447;202;201
2448;199;201
2449;217;201
2450;190;201
2451;209;201
2452;183;201
2453;198;201
2454;207;201
2455;189;201
2456;198;201
2457;187;201
2458;193;201
2459;210;201
2460;180;201
2461;202;201
2462;209;201
2463;193;201
2464;197;201
2465;216;201
2466;201;201
2467;212;201
2468;178;201
2469;202;201
2470;206;201
2471;191;201
2472;198;201
2473;218;201
2474;207;201
2475;208;201
2476;187;201
2477;205;201
2478;209;201
2479;192;201
2480;204;201
2481;186;201
2482;192;201
2483;213;201
2484;186;201
2485;202;201
2486;209;201
2487;204;201
2488;202;201
2489;221;201
2490;191;201
2491;209;201
2492;184;201
2493;205;201
2494;212;201
2495;196;201
2496;203;201
2497;190;201
2498;195;201
2499;211;201
2500;188;201
2501;209;201
2502;213;201
2503;200;201
2504;211;201
2505;189;201
2506;197;201
2507;215;201
2508;193;201
2509;210;201
2510;212;201
2511;200;201
2512;206;201
2513;190;201
2514;202;201
2515;215;201
2516;187;201
2517;235;201
2518;186;201
2519;198;201
2520;202;201
2521;190;201
2522;194;201
2523;209;201
2524;195;201
2525;198;201
2526;208;201
2527;189;201
2528;195;201
2529;213;201
2530;186;201
2531;199;201
2532;205;201
2533;192;201
2534;199;201
2535;217;201
2536;189;201
2537;200;201
2538;199;201
2539;208;201
2540;209;201
2541;189;201
2542;197;201
2543;217;201
2544;191;201
2545;207;201
2546;212;201
2547;194;201
2548;206;201
2549;189;201
2550;196;201
2551;213;201
2552;184;201
2553;201;201
2554;205;201
2555;192;201
2556;196;201
2557;213;201
2558;187;201
2559;211;201
2560;184;201
2561;205;201
2562;200;201
2563;185;201
2564;195;201
2565;213;201
2566;182;201
2567;197;201
2568;208;201
2569;193;201
2570;198;201
2571;217;201
2572;188;201
2573;204;201
2574;210;201
2575;198;201
2576;202;201
2577;187;201
2578;195;201
2579;211;201
2580;188;201
2581;204;201
2582;209;201
2583;192;201
2584;198;201
2585;217;201
2586;194;201
2587;211;201
2588;176;201
2589;212;201
2590;214;201
2591;196;201
2592;194;201
2593;215;201
2594;184;201
2595;202;201
2596;213;201
2597;197;201
2598;200;201
2599;219;201
2600;186;201
2601;207;201
2602;184;201
2603;202;201
2604;209;201
2605;193;201
2606;201;201
2607;215;201
2608;189;201
2609;208;201
2610;212;201
2611;198;201
2612;203;201
2613;218;201
2614;195;201
2615;209;201
2616;181;201
2617;200;201
2618;219;201
2619;195;201
2620;209;201
2621;188;201
2622;189;201
2623;212;201
2624;192;201
2625;202;201
2626;211;201
2627;194;201
2628;202;201
2629;188;201
2630;200;201
2631;223;201
2632;181;201
2633;205;201
2634;212;201
2635;199;201
2636;200;201
2637;219;201
2638;193;201
2639;215;201
2640;200;201
2641;201;201
2642;206;201
2643;196;201
2644;195;201
2645;215;201
2646;189;201
2647;216;201
2648;213;201
2649;199;201
2650;209;201
2651;190;201
2652;195;201
2653;218;201
2654;185;201
2655;203;201
2656;211;201
2657;192;201
2658;203;201
2659;188;201
2660;195;201
2661;212;201
2662;183;201
2663;202;201
2664;209;201
2665;196;201
2666;199;201
2667;216;201
2668;193;201
2669;209;201
2670;182;201
2671;199;201
2672;205;201
2673;195;201
2674;204;201
2675;200;201
2676;196;201
2677;220;201
2678;189;201
2679;206;201
2680;185;201
2681;200;201
2682;207;201
2683;197;201
2684;207;201
2685;188;201
2686;194;201
2687;212;201
2688;187;201
2689;205;201
2690;213;201
2691;186;201
2692;221;201
2693;190;201
2694;194;201
2695;220;201
2696;186;201
2697;207;201
2698;206;201
2699;194;201
2700;201;201
2701;218;201
2702;188;201
2703;209;201
2704;228;201
2705;201;201
2706;203;201
2707;189;201
2708;192;201
2709;213;201
2710;190;201
2711;206;201
2712;216;201
2713;197;201
2714;204;201
2715;189;201
2716;195;201
2717;212;201
2718;187;201
2719;202;201
2720;212;201
2721;194;201
2722;195;201
2723;221;201
2724;191;201
2725;217;201
2726;212;201
2727;199;201
2728;204;201
2729;193;201
2730;198;201
2731;217;201
2732;189;201
2733;211;201
2734;181;201
2735;203;201
2736;208;201
2737;189;201
2738;196;201
2739;216;201
2740;197;201
2741;226;201
2742;182;201
2743;220;201
2744;220;201
2745;191;201
2746;212;201
2747;197;201
2748;192;201
2749;221;201
2750;196;201
2751;209;201
2752;183;201
2753;200;201
2754;208;201
2755;196;201
2756;200;201
2757;214;201
2758;194;201
2759;218;201
2760;185;201
2761;209;201
2762;210;201
2763;201;201
2764;201;201
2765;212;201
2766;192;201
2767;212;201
2768;187;201
2769;204;201
2770;214;201
2771;197;201
2772;199;201
2773;224;201
2774;200;201
2775;222;201
2776;189;201
2777;203;201
2778;214;201
2779;197;201
2780;203;201
2781;189;201
2782;194;201
2783;215;201
2784;188;201
2785;206;201
2786;213;201
2787;195;201
2788;203;201
2789;191;201
2790;197;201
2791;217;201
2792;190;201
2793;192;201
2794;237;201
2795;201;201
2796;207;201
2797;190;201
2798;195;201
2799;213;201
2800;185;201
2801;211;201
2802;179;201
2803;196;201
2804;205;201
2805;187;201
2806;198;201
2807;218;201
2808;190;201
2809;207;201
2810;180;201
2811;195;201
2812;210;201
2813;196;201
2814;202;201
2815;214;201
2816;188;201
2817;212;201
2818;184;201
2819;201;201
2820;210;201
2821;196;201
2822;216;201
2823;189;201
2824;196;201
2825;215;201
2826;178;201
2827;201;201
2828;209;201
2829;194;201
2830;197;201
2831;213;201
2832;192;201
2833;209;201
2834;213;201
2835;198;201
2836;199;201
2837;222;201
2838;196;201
2839;213;201
2840;182;201
2841;203;201
2842;209;201
2843;194;201
2844;202;201
2845;224;201
2846;186;201
2847;207;201
2848;214;201
2849;199;201
2850;204;201
2851;203;201
2852;195;201
2853;217;201
2854;192;201
2855;208;201
2856;183;201
2857;202;201
2858;208;201
2859;194;201
2860;201;201
2861;215;201
2862;190;201
2863;213;201
2864;186;201
2865;201;201
2866;209;201
2867;196;201
2868;202;201
2869;187;201
2870;199;201
2871;210;201
2872;190;201
2873;205;201
2874;180;201
2875;204;201
2876;219;201
2877;192;201
2878;204;201
2879;186;201
2880;194;201
2881;216;201
2882;191;201
2883;211;201
2884;186;201
2885;200;201
2886;208;201
2887;196;201
2888;205;201
2889;190;201
2890;193;201
2891;213;201
2892;188;201
2893;206;201
2894;188;201
2895;191;201
2896;224;201
2897;190;201
2898;202;201
2899;189;201
2900;198;201
2901;216;201
2902;190;201
2903;214;201
2904;184;201
2905;205;201
2906;209;201
2907;196;201
2908;202;201
2909;193;201
2910;197;201
2911;222;201
2912;189;201
2913;209;201
2914;187;201
2915;209;201
2916;180;201
2917;200;201
2918;206;201
2919;194;201
2920;200;201
2921;216;201
2922;193;201
2923;212;201
2924;188;201
2925;207;201
2926;196;201
2927;201;201
2928;206;201
2929;189;201
2930;201;201
2931;218;201
2932;195;201
2933;211;201
2934;182;201
2935;205;201
2936;215;201
2937;204;201
2938;205;201
2939;191;201
2940;196;201
2941;214;201
2942;188;201
2943;209;201
2944;213;201
2945;194;201
2946;206;201
2947;200;201
2948;198;201
2949;220;201
2950;188;201
2951;208;201
2952;182;201
2953;199;201
2954;205;201
2955;189;201
2956;191;201
2957;216;201
2958;187;201
2959;207;201
2960;213;201
2961;197;201
2962;204;201
2963;188;201
2964;193;201
2965;217;201
2966;191;201
2967;205;201
2968;213;201
2969;200;201
2970;207;201
2971;191;201
2972;197;201
2973;216;201
2974;187;201
2975;206;201
2976;203;201
2977;205;201
2978;211;201
2979;190;201
2980;199;201
2981;225;201
2982;195;201
2983;212;201
2984;183;201
2985;205;201
2986;209;201
2987;196;201
2988;200;201
2989;220;201
2990;190;201
2991;212;201
2992;182;201
2993;199;201
2994;221;201
2995;195;201
2996;199;201
2997;188;201
2998;190;201
2999;221;201
3000;184;201
